"MPSA","p_value","category","effect_size"
0.081590301597602,0.697843677010344,"Not Significant",0.280248987788942
0.152965743795469,0.196798025018884,"Not Significant",2.09149454530756
0.144285997216092,0.19517654300263,"Not Significant",2.00739497872797
0.142407840869141,0.213143375934074,"Not Significant",1.8064521504359
0.342906048512449,0,"Strong Hotspot",5.36557983305611
0.0691307734409263,0.842308106151754,"Not Significant",0.0774994357213978
0.0184709299039242,0.226751891556361,"Not Significant",-1.22200949845397
0.0981447298119592,0.459073181064882,"Not Significant",0.928972504914327
0.318732813080639,0,"Strong Hotspot",5.33192768289303
0.265307727238806,0.0112871492181837,"Strong Hotspot",4.97372950934292
0.203789481710223,0.0467610467610468,"Strong Hotspot",3.52281675986834
0.225640923664888,0.0344555081397187,"Strong Hotspot",3.88069841748189
0.261125873569081,0,"Strong Hotspot",4.92850480919767
0.141380841734935,0.237402237402237,"Not Significant",1.75299844771259
0.254193961317902,0,"Strong Hotspot",4.50096816875486
0.245637275110288,0,"Strong Hotspot",4.72117121891655
0.277959321104669,0,"Strong Hotspot",5.71506828014087
0.312675612675613,0,"Strong Hotspot",5.20671934244293
0.0948638952527958,0.527783597551039,"Not Significant",0.707935267669377
0.309202615918243,0.0112871492181837,"Strong Hotspot",5.81500808835238
0.200418572418572,0.100716100716101,"Not Significant",3.13305023469769
0.115794799992179,0.344555081397187,"Not Significant",1.30187325952001
0.135625605764495,0.273064508358626,"Not Significant",1.548953642738
0.155363300972249,0.226751891556361,"Not Significant",1.8649016972831
0.155422102900443,0.126871057103615,"Not Significant",2.43377133358646
0.158262936268051,0.2232637261539,"Not Significant",1.77857805581144
0.133837959680971,0.294594594594595,"Not Significant",1.54290164554477
0.17292344767221,0.123714265446549,"Not Significant",2.61078236218063
0.186102511179911,0.109109109109109,"Not Significant",2.83329254707409
0.0570177636707874,0.996996996996997,"Not Significant",-0.165189583235309
0.46094967116058,0,"Strong Hotspot",10.219038517412
0.163811750440458,0.133798031608251,"Not Significant",2.30804506563404
0.146626450715635,0.229129129129129,"Not Significant",1.84387703663787
0.083939039001085,0.66622099130933,"Not Significant",0.438271428796475
0.302606570729529,0,"Strong Hotspot",5.96828744873698
0.135330276448697,0.275290675290675,"Not Significant",1.41892007502855
0.157675873382841,0.131908027430415,"Not Significant",2.51698535913506
0.173286088544304,0.133798031608251,"Not Significant",2.29200691380541
0.221027053560727,0.0785585585585586,"Not Significant",3.1779901930313
0.190422535211268,0.226751891556361,"Not Significant",1.83546119531397
0.261056525856817,0,"Strong Hotspot",4.9129303986271
0.364100102406554,0.0112871492181837,"Strong Hotspot",5.84915862031822
0.0985121277320766,0.459073181064882,"Not Significant",0.775696135129331
0.241290839711892,0.0195419299896912,"Strong Hotspot",3.94467504471955
0.125537943087928,0.254784514243974,"Not Significant",1.63072464133815
0.18125120510998,0.131908027430415,"Not Significant",2.56707344981455
0.124938332570392,0.280566280566281,"Not Significant",1.43587260357414
0.387821534249592,0,"Strong Hotspot",7.84881028658681
0.140348051925921,0.198380198380198,"Not Significant",1.87950874302983
0.0549266581632653,0.996996996996997,"Not Significant",-0.221403942698543
